파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%)
전망대_장화리 일몰 조망지_1420.jpg,a photo of a serene coastline at sunset,28.94,an image of a serene ocean at sunset,26.85,a photo of a serene islet surrounded by water,11.1
전망대_정동전망대_414.jpg,An image of downtown with a lively weekend market.,76.7,An image of vibrant downtown shops and cafes.,19.57,A photo of a bustling office building in the city center.,1.33
전망대_정동전망대_415.jpg,A photo of a peaceful temple courtyard in Asia.,39.97,a photo of a grand palace surrounded by gardens,15.29,a photo of a serene pagoda surrounded by trees,13.64
전망대_청사포다릿돌전망대_1848.jpg,A photo of a serene campsite by a forest lake.,13.24,An image of tents set up at a peaceful campsite.,10.88,An image of a cozy campsite with a glowing firepit.,10.83
전망대_청사포다릿돌전망대_1850.jpg,an image of a rope bridge swaying in the wind,32.89,a photo of a rope bridge spanning a flowing river,26.11,a photo of a rope bridge crossing a deep gorge,12.97
전망대_청학배수지 전망대_1872.jpg,an image of a bustling promenade by the waterfront,47.6,a photo of a vibrant promenade near the harbor,32.62,a photo of people strolling along the seaside promenade,8.21
전망대_청학배수지 전망대_1873.jpg,A photo of a natural hot spring with steaming waters.,24.43,An image of a bubbling hot spring amid greenery.,19.93,A photo of steam rising from a tranquil hot spring.,14.68
전망대_태종대 전망대_1845.jpg,A photo of natural light flooding a public atrium.,28.0,A photo of a hotel lobby with elegant decor.,12.57,A photo of a minimalist lobby with sleek design elements.,11.99
전망대_태풍전망대_948.jpg,a photo of a pagoda with intricate roof designs,19.64,A photo of a serene temple surrounded by lush greenery.,18.79,A photo of a peaceful temple courtyard in Asia.,15.31
전망대_태풍전망대_950.jpg,a photo of a pagoda with intricate roof designs,33.18,a photo of a serene pagoda surrounded by trees,17.4,An image of a white gazebo exterior in a sunny park.,15.15
전망대_하남유니온타워_945.jpg,An image of a t tower against a blue sky.,81.15,A photo of a water tower against a clear sky.,7.46,An image of industrial area with smokestacks releasing steam.,2.53
전망대_하남유니온타워_946.jpg,A photo of towering snowy mountains against a serene backdrop.,58.5,A photo of snowy mountain ranges beneath a bright blue sky.,8.73,a photo of a distant mountain framed by rolling hills,8.2
전망대_하남유니온타워_947.jpg,An image of a t tower against a blue sky.,61.26,An image of a lighthouse with a clear blue sky.,14.7,A photo of a water tower against a clear sky.,14.07
전망대_하늘전망대_442.jpg,A photo of a towering skyscraper against a sunset backdrop.,53.64,A photo of a skyscraper touching the clear blue sky.,10.71,a photo of a serene coastline at sunset,10.4
전망대_화개산 전망대_1427.jpg,A photo of a bridge under a clear blue sky.,69.32,A photo of a bridge with arches over calm water.,20.1,An image of bridges spanning a serene urban canal.,6.24
전망대_화개산 전망대_1428.jpg,A photo of a bridge under a clear blue sky.,72.36,a photo of the vast ocean under a clear sky,13.0,an image of a rope bridge swaying in the wind,6.34
전망대_화개산 전망대_1429.jpg,A photo of a windmill under a clear blue sky.,44.21,A photo of a bridge under a clear blue sky.,44.07,A photo of a bridge with arches over calm water.,3.8
전망대_황령산전망쉼터_1854.jpg,A photo of a modern beach house by the shore.,53.22,A photo of a beach house with ocean view.,11.62,A photo of industrial area with factories and storage tanks.,9.28
전망대_황령산전망쉼터_1855.jpg,A photo of mineral exhibits at a natural history museum.,22.19,an image of a barista preparing drinks in a coffee shop,18.18,An image of ancient artifacts in a natural history museum.,13.63
전망대_황령산전망쉼터_1856.jpg,"A photo of industrial area, cranes and warehouses visible.",19.21,an image of an oilrig with the ocean in view,18.45,A photo of industrial area with factories and storage tanks.,15.35
전통찻집_비비비당_1464.jpg,An image of a multi-level outdoor parking garage.,40.63,An image of a sleek office building with a minimalist design.,18.15,A photo of a bustling office building in the city center.,14.55
전통찻집_비비비당_1465.jpg,an image of an igloo surrounded by white snow,52.71,an image of an igloo with a frosty entrance,19.8,A photo of a meticulously maintained clean room environment.,6.39
"제과,베이커리_금정사계_1538.jpg",a photo of a serene zen garden with raked sand,46.46,an image of elegant rings showcased in a jewelry shop,33.09,an image of a minimalist zen garden with gravel patterns,5.77
"제과,베이커리_금정사계_1540.jpg",an image of a hotel reception area with staff,32.58,an image of a modern restaurant kitchen with stainless steel counters,15.56,A photo of a sleek wet bar with glass shelves.,12.27
"제과,베이커리_도쿄팡야 대구범어점_1920.jpg",A photo of a museum indoor exhibit with ancient artifacts.,42.18,An image of a museum indoor space featuring historical displays.,35.3,An image of children gliding on an indoor ice skating rink.,5.18
"제과,베이커리_도쿄팡야 대구범어점_1921.jpg",An image of a crowded discotheque with pulsating beats.,59.8,A photo of jellyfish gracefully drifting in an aquarium.,11.8,An image of a serene aquarium with vibrant coral.,6.61
"제과,베이커리_르배 본점_1940.jpg",A photo of a vibrant restaurant patio with potted plants.,32.48,An image of diners enjoying a sunny restaurant patio.,23.1,A photo of an empty restaurant patio with elegant decor.,12.84
"제과,베이커리_마시안제빵소_973.jpg",a photo of a serene coastline at sunset,26.34,a photo of a serene beach at sunset,24.62,an image of a serene ocean at sunset,19.84
"제과,베이커리_아우어베이커리 도산본점_83.jpg",An image of cars parked in a spacious outdoor garage.,42.63,An image of a multi-level outdoor parking garage.,26.04,A photo of an outdoor parking garage entrance.,10.14
"제과,베이커리_아우어베이커리 도산본점_84.jpg",a photo of a modern coffee shop with minimalist decor,59.0,an image of a barista preparing drinks in a coffee shop,24.26,a photo of a quiet coffee shop corner with a book and mug,7.25
"제과,베이커리_야자수 브런치베이커리카페_529.jpg",a photo of a delicatessen with assorted cured meats,57.19,An image of a butcher's shop displaying various meats.,14.22,a photo of a delicatessen display with fresh salads,14.1
"제과,베이커리_오월의종 타임스퀘어점_80.jpg",A photo of a teacher writing on the classroom whiteboard.,84.05,An image of organized shelves in an archive.,4.9,A photo of dusty documents in an archive.,3.32
"제과,베이커리_하우스베이커리_565.jpg",a photo of a vibrant florist shop display,32.08,A photo of sushi bar with colorful rolls displayed.,10.93,an image of bouquets arranged in a florist shop,10.3
"족발,보쌈_골목족발_918.jpg",An image of a nursing home resident reading a book.,59.15,A photo of a nursing home staff assisting a resident.,22.36,An image of a nursing home dining area during lunch.,13.6
주차장_대구미술관 주차장_1998.jpg,A photo of physics laboratory showcasing complex instruments.,38.8,An image of a pristine clean room featuring advanced machinery.,14.99,A photo of physics laboratory featuring oscilloscopes and cables.,14.29
주차장_대구수목원 제3주차장_1971.jpg,An image of a spacious recreation room with comfy seating.,64.41,a photo of a colorful playroom with scattered toys,15.97,an image of a playroom corner with plush animals and puzzles,6.71
주차장_대구수목원 제3주차장_1972.jpg,a photo of rolling hills on a golf course,34.88,an image of exotic plants in a botanical garden setting,17.15,an image of a pristine golf course fairway,14.62
주차장_대구수목원 제3주차장_1973.jpg,A photo of a highway cutting through a dense forest.,54.07,a photo of raceway cars speeding around a tight bend,19.72,An image of a highway under a clear blue sky.,11.13
주차장_부산박물관 주차장_1654.jpg,A photo of blossoms blooming in the orchard.,58.08,An image of a sunny day in the orchard.,28.82,an image of a park pathway lined with flowers,3.9
참치회_골목참치_396.jpg,a photo of a delicatessen with assorted cured meats,54.65,an image of a delicatessen featuring gourmet cheeses,19.68,a photo of a delicatessen display with fresh salads,13.03
참치회_골목참치_397.jpg,a photo of a delicatessen display with fresh salads,61.79,an image of a delicatessen featuring gourmet cheeses,13.34,a photo of a delicatessen with assorted cured meats,9.75
참치회_골목참치_398.jpg,a photo of a delicatessen with assorted cured meats,39.22,a photo of a delicatessen display with fresh salads,24.19,an image of a delicatessen featuring gourmet cheeses,11.1
체험학습장_인천수목원 유아숲체험원_1095.jpg,A photo of a picnic area with wooden tables.,48.91,A photo of a family-friendly picnic area with benches.,29.28,An image of a sunny picnic area in a park.,11.11
체험학습장_인천수목원 유아숲체험원_1097.jpg,an image of a rustic patio with wooden chairs,36.21,an image of kids enjoying a modern playground structure,28.12,A photo of a picnic area with wooden tables.,19.71
추어_골목추어탕 본점_893.jpg,an image of a delicatessen featuring gourmet cheeses,53.7,a photo of a delicatessen display with fresh salads,23.53,a photo of a delicatessen with assorted cured meats,12.34
추어_골목추어탕 본점_894.jpg,an image of a delicatessen featuring gourmet cheeses,40.1,an image of fast food trays on a counter,24.48,a photo of fast food burgers and fries on a table,13.77
추어_골목추어탕 본점_895.jpg,A photo of colorful fish gliding in a clear fishpond.,64.37,A photo of koi swimming in a serene fishpond.,31.07,An image of a peaceful fishpond surrounded by greenery.,3.76
축제_대구수목원국화전시회_1968.jpg,An image of colorful flowers in a roof garden.,47.97,An image of a formal garden featuring colorful flowerbeds.,20.65,an image of a well-tended vegetable garden,7.45
축제_대구수목원국화전시회_1969.jpg,a photo of a driveway lined with blooming flowers,61.34,An image of a narrow forest road surrounded by tall trees.,10.0,a photo of a freshly paved driveway in autumn,9.83
축제_대구수목원국화전시회_1970.jpg,a photo of a meditative zen garden surrounded by bamboo,42.3,a photo of a peaceful zen garden with lush greenery,27.26,A photo of a tranquil rooftop garden setting.,6.72
카페_고양이똥 브런치_1.jpg,A photo of dusty documents in an archive.,35.82,An image of organized shelves in an archive.,16.71,an image of a cozy indoor booth with cushions,15.85
카페_고양이똥 브런치_2.jpg,A photo of dusty documents in an archive.,28.38,an image of a cozy indoor booth with cushions,19.67,a photo of an indoor booth setup for dining,16.93
카페_고양이똥 브런치_3.jpg,a photo of art gallery showcasing modern sculpture pieces,25.12,an image of art gallery walls lined with colorful canvases,14.37,A photo of dusty documents in an archive.,13.19
카페_노티스_1473.jpg,a photo of a vibrant promenade near the harbor,48.35,an image of a bustling promenade by the waterfront,29.91,a photo of people strolling along the seaside promenade,9.35
카페_노티스_1474.jpg,a photo of a spacious living room featuring a large window,38.18,A photo of sunlight streaming through a bow window.,18.28,A photo of a living room with a large bow window.,16.59
카페_대구수목원 카페_1986.jpg,a photo of a modern coffee shop with minimalist decor,49.5,a photo of a busy fast food restaurant interior,16.35,an image of a bustling coffee shop during the morning rush,13.05
카페_대구수목원 카페_1988.jpg,an image of a cluttered office desk with paperwork,27.93,a photo of a stylish home office with colorful decor,20.08,a photo of a bright home office with wooden furniture,11.37
카페_대연골목_1840.jpg,a photo of a vet clinic with medical equipment,48.25,a photo of a busy office with people working at computers,25.38,An image of a conference center with a grand entrance.,8.45
카페_데이지브런치카페_537.jpg,A photo of elegant table settings in a fine dining restaurant.,69.14,an image of a busy restaurant kitchen with sizzling pans,8.37,A photo of a chef preparing dishes in a restaurant.,8.33
카페_라메르베이커리카페_1071.jpg,An image of a vintage-style ice cream parlor counter.,77.11,An image of a bustling ice cream parlor interior.,16.97,An image of colorful drugstore shelves filled with products.,1.85
카페_라메르베이커리카페_1072.jpg,an image of a calm river bordered by lush greenery,31.28,an image of a river reflecting the blue sky above,15.22,a photo of a wide river glistening under the sunlight,13.99
카페_라몽드브런치카페_1923.jpg,an image of a wide open lawn surrounded by trees,36.66,a photo of a lush green lawn under the sun,33.26,A photo of a bustling train ticket booth indoors.,15.78
카페_레드브릿지_555.jpg,A photo of a modern building facade with glass panels.,38.66,A photo of a modern glass office building under blue skies.,13.24,An image of a sleek office building with a minimalist design.,13.0
카페_레드브릿지_556.jpg,A photo of a wooden porch overlooking a garden.,57.76,A photo of a bow window overlooking a lush garden.,19.46,A photo of a minimalist balcony interior and wooden flooring.,12.02
카페_매화마름_1079.jpg,a photo of a grand palace surrounded by gardens,27.2,a photo of a historic palace with ornate stone carvings,17.15,a photo of a pagoda with intricate roof designs,16.63
카페_메이드림_1068.jpg,An image of a formal garden featuring colorful flowerbeds.,46.66,An image of a peaceful fishpond surrounded by greenery.,14.31,An image of a formal garden adorned with elegant fountains.,14.3
카페_메이드림_1069.jpg,an image of a rain shower head in use,31.11,a photo of a dramatic play on an indoor stage,30.54,a photo of an empty indoor stage with red curtains,7.69
카페_메이드림_1070.jpg,an image of pins set up at the end of the lane,30.72,an image of a campus building under a clear blue sky,27.85,an image of a campus courtyard with students relaxing,18.28
카페_몬떼델피노_558.jpg,A photo of a bustling restaurant patio at dusk.,32.36,a photo of diners enjoying meals under the open sky,24.61,A photo of an empty restaurant patio with elegant decor.,15.98
카페_바다보다_1086.jpg,a photo of an auditorium with a large projection screen,65.02,an image of an auditorium during a lecture,16.9,a photo of an empty auditorium with red seats,7.28
카페_바다보다_1087.jpg,An image of a butcher’s shop showcasing fresh cuts.,52.41,An image of vibrant aquariums in a pet shop.,22.12,A photo of a bustling pet shop with curious animals.,11.08
카페_바다보다_1088.jpg,An image of an aquarium showcasing tropical marine life.,32.98,a photo of schools of fish in the deep ocean,23.68,A photo of a large aquarium filled with diverse fish.,18.27
카페_발리다_450.jpg,a photo of a dramatic play on an indoor stage,52.31,an image of musicians setting up on an indoor stage,13.61,an image of colorful spotlights on an indoor stage,9.93
카페_발리다_451.jpg,a photo of a dramatic play on an indoor stage,32.81,a photo of a beautifully decorated ballroom with drapes,22.51,an image of colorful spotlights on an indoor stage,11.51
카페_발리다_452.jpg,an image of colorful spotlights on an indoor stage,41.2,a photo of a beautifully decorated ballroom with drapes,14.07,an image of musicians performing on a lively outdoor stage,12.6
카페_브런치가든 계양구청점_1040.jpg,a photo of a delicatessen display with fresh salads,75.79,a photo of a pizzeria's colorful pizza toppings display,6.51,a photo of a delicatessen counter filled with sandwich ingredients,3.99
카페_브런치위치_522.jpg,An image of elevator doors with a minimalist design in an office.,28.97,a photo of a secure bank vault door ajar,25.28,An image of sleek elevator doors in a modern building.,23.86
카페_브런치위치_523.jpg,an image of a stable with open doors,32.81,An image of a spacious indoor parking garage setting.,26.14,A photo of an indoor parking garage with parked cars.,21.28
카페_브런치카페 이안_1530.jpg,an image of a delicatessen featuring gourmet cheeses,22.84,an image of fast food trays on a counter,13.9,a photo of a delicatessen display with fresh salads,13.05
카페_브런치포레_517.jpg,an image of a modern cafeteria with bright lighting,29.3,A photo of a well-lit dining hall with modern decor.,15.82,an image of people dining in a modern food court,15.09
카페_블루트렁크 오이도거북섬본점_465.jpg,a photo of a delicatessen with assorted cured meats,33.69,a photo of a delicatessen display with fresh salads,20.84,a photo of a delicatessen counter filled with sandwich ingredients,14.6
카페_블루트렁크 오이도거북섬본점_466.jpg,a photo of a delicatessen with assorted cured meats,35.21,a photo of a delicatessen display with fresh salads,24.49,a photo of a delicatessen counter filled with sandwich ingredients,22.09
카페_블루트렁크 오이도거북섬본점_467.jpg,a photo of a delicatessen with assorted cured meats,67.43,an image of a delicatessen featuring gourmet cheeses,18.02,an image of a delicatessen offering artisanal breads and pastries,8.44
카페_비파티세리 공덕점_66.jpg,a photo of a pagoda with intricate roof designs,54.91,A photo of a peaceful temple courtyard in Asia.,26.12,a photo of a historic palace with ornate stone carvings,6.48
카페_빌라드파넬_572.jpg,an image of a crystal-clear swimming pool outdoors,44.15,an image of a tranquil outdoor swimming pool setting,18.0,a photo of an inviting outdoor pool with loungers,17.47
카페_스노잉클라우드_1484.jpg,an image of a serene ocean at sunset,37.11,a photo of a serene coastline at sunset,20.33,a photo of a lighthouse standing on the rugged coast,7.57
카페_스노잉클라우드_1486.jpg,an image of art gallery walls lined with colorful canvases,44.36,an image of art gallery featuring classic and contemporary artworks,11.82,a photo of an indoor booth in a modern setting,10.15
카페_앵커커피로스터즈_474.jpg,an image of a delicatessen offering artisanal breads and pastries,50.43,An image of diners enjoying a sunny restaurant patio.,15.27,a photo of a quiet coffee shop corner with a book and mug,5.88
카페_어반브런치_501.jpg,a photo of a delicatessen display with fresh salads,36.71,an image of a delicatessen offering artisanal breads and pastries,19.63,a photo of a delicatessen counter filled with sandwich ingredients,18.98
카페_엠클리프_982.jpg,An image of scaffolding surrounding an unfinished structure.,25.73,"A photo of industrial area, cranes and warehouses visible.",17.55,An image of workers assembling a building framework.,13.31
카페_오라카페&브런치_1043.jpg,a photo of a delicatessen counter filled with sandwich ingredients,20.07,an image of a delicatessen featuring gourmet cheeses,18.33,A photo of a chef preparing dishes in a restaurant.,14.91
카페_인더매스 삼덕_1932.jpg,an image of a sunlit beer garden with wooden benches,40.99,a photo of rustic tables in a bustling beer garden,22.13,a photo of a modern coffee shop with minimalist decor,16.86
카페_인더매스 삼덕_1933.jpg,a photo of a modern coffee shop with minimalist decor,47.8,a photo of a quiet coffee shop corner with a book and mug,28.82,an image of a barista preparing drinks in a coffee shop,14.48
카페_인더매스 삼덕_1934.jpg,a photo of a quiet coffee shop corner with a book and mug,51.05,a photo of a cozy coffee shop with wooden tables,17.28,an image of a barista preparing drinks in a coffee shop,10.32
카페_지금이곳_1059.jpg,An image of diners enjoying a sunny restaurant patio.,16.97,an image of a cozy beer garden under string lights,14.65,an image of a sunlit beer garden with wooden benches,11.25
카페_지금이곳_1060.jpg,An image of a small balcony interior with colorful cushions.,49.96,A photo of a minimalist balcony interior and wooden flooring.,15.2,A photo of a peaceful boardwalk by the sea.,10.0
카페_지금이곳_1061.jpg,A photo of a peaceful temple courtyard in Asia.,51.85,an image of a traditional house with a thatched roof,14.64,A photo of a serene temple surrounded by lush greenery.,9.0
카페_차덕분_975.jpg,a photo of a cozy bedroom with soft lighting,44.0,an image of a spacious bedroom with a large window,35.25,a photo of a modern bedroom with sleek furniture,7.66
카페_차덕분_976.jpg,an image of a library with students studying at tables,55.52,a photo of a busy office with people working at computers,21.45,An image of a brightly lit office cubicle workspace.,9.81
카페_차덕분_977.jpg,A photo of a bustling office building in the city center.,38.71,A photo of a hospital exterior with ambulances parked.,25.24,A photo of a modern glass office building under blue skies.,10.53
카페_칠암사계_1545.jpg,an image of a large hangar with open doors,86.74,a photo of an outdoor hangar under a clear sky,2.65,An image of workers unloading at a large loading dock.,2.17
카페_칠암사계_1546.jpg,A photo of travelers queuing at an airport terminal check-in desk.,42.53,A photo of flight information screens in an airport terminal.,33.53,A photo of travelers navigating a bustling airport terminal.,10.44
카페_카페 메르디_985.jpg,A photo of a museum with striking modern architecture.,36.74,A photo of a museum entrance surrounded by lush gardens.,18.73,An image of a historic synagogue bathed in sunlight.,12.09
카페_카페 메르디_986.jpg,a photo of a beach with colorful umbrellas,36.13,An image of a rustic beach house with palm trees.,24.48,an image of a deserted beach with seashells,12.57
카페_카페109하우스_987.jpg,a photo of a wooden arch framing a garden path,40.71,a photo of a brick arch in a historical setting,34.42,a photo of an ancient stone archway under a clear sky,17.4
카페_카페109하우스_988.jpg,an image of a dog receiving a check-up at a vet,57.71,a photo of a veterinarian examining a calm dog,31.79,A photo of pets exploring a colorful shop display.,2.48
카페_카페385_1460.jpg,a photo of a cozy bakery shop with fresh pastries,24.88,a photo of a modern coffee shop with minimalist decor,20.08,an image of a bakery shop with assorted cookies on shelves,14.63
카페_카페385_1461.jpg,An image of a multi-level outdoor parking garage.,58.46,An image of sculptures displayed in a museum's outdoor area.,12.8,A photo of a well-lit outdoor parking area.,8.09
카페_카페윤_1454.jpg,A photo of a beachfront house with large windows.,63.77,A photo of a beach house with ocean view.,25.26,A photo of a modern beach house by the shore.,5.82
카페_카페윤_1455.jpg,a photo of a modern coffee shop with minimalist decor,33.41,a photo of the vast ocean under a clear sky,17.72,a photo of the ocean meeting the sandy shore,9.47
카페_카페윤_1456.jpg,An image of a sleek office building with a minimalist design.,56.19,A photo of a hospital exterior with ambulances parked.,18.07,A photo of a modern glass office building under blue skies.,12.27
카페_카펠라_1901.jpg,an image of a spacious elevator lobby with contemporary decor,36.92,an image of an elevator lobby featuring sleek metal doors,18.12,A photo of a server room with glowing lights.,16.16
카페_코스모40_1058.jpg,A photo of a modern balcony overlooking the street.,47.5,An image of a multi-level outdoor parking garage.,20.09,A photo of an outdoor parking garage entrance.,8.9
카페_쿠타팜테라스 브런치카페_1496.jpg,a photo of an indoor booth setup for dining,46.02,a photo of an indoor booth with vibrant decor,17.04,an image of a sleek indoor booth with lighting,8.63
카페_쿠타팜테라스 브런치카페_1497.jpg,a photo of a delicatessen display with fresh salads,42.16,an image of a delicatessen offering artisanal breads and pastries,18.14,a photo of an indoor booth setup for dining,10.93
카페_토크라피_969.jpg,an image of a barista preparing drinks in a coffee shop,41.04,an image of a bustling coffee shop during the morning rush,32.28,a photo of a modern coffee shop with minimalist decor,17.21
카페_토크라피_970.jpg,a photo of a modern coffee shop with minimalist decor,33.63,an image of a barista preparing drinks in a coffee shop,30.72,A photo of ice cream sundaes topped with cherries.,13.01
카페_토크라피_971.jpg,an image of a barista preparing drinks in a coffee shop,37.38,A photo of ice cream sundaes topped with cherries.,34.85,An image of a vintage-style ice cream parlor counter.,9.84
카페_티아이티에프_1956.jpg,A photo of colorful ice cream cones on display.,48.82,An image of a bustling ice cream parlor interior.,15.68,An image of a vintage-style ice cream parlor counter.,8.39
카페_티아이티에프_1957.jpg,a photo of an empty plaza with intricate tile patterns,69.01,A photo of Medina's serene courtyard with intricate arches.,16.91,an image of a vibrant plaza with colorful lights,3.83
카페_티아이티에프_1958.jpg,A photo of a modern balcony overlooking the street.,74.69,A photo of a hospital exterior with ambulances parked.,6.94,A photo of a spacious balcony with colorful flowers.,5.85
카페_파이브어클락_472.jpg,a photo of a modern coffee shop with minimalist decor,55.61,an image of a barista preparing drinks in a coffee shop,33.28,a photo of a cozy bakery shop with fresh pastries,3.19
카페_포레스트아웃팅스 일산본점_542.jpg,A photo of a quaint bakery shopfront with colorful signage.,49.52,An image of a cozy café shopfront with inviting outdoor seating.,30.51,A photo of a busy general store with a welcoming entrance.,6.2
카페_하이바다_996.jpg,an image of a bustling promenade by the waterfront,40.47,An image of diners enjoying a sunny restaurant patio.,15.81,an image of a quiet promenade with benches and lamps,13.59
카페_하이바다_997.jpg,An image of diners enjoying a sunny restaurant patio.,38.01,A photo of a long pier extending over the lake.,19.16,an image of a quiet promenade with benches and lamps,17.25
카페_하이바다_998.jpg,A photo of a beach house with ocean view.,42.94,a photo of people strolling along the seaside promenade,20.9,A photo of a modern beach house by the shore.,11.2
카페_헤이든신씨어_1550.jpg,A photo of a dam with water cascading down.,31.55,A photo of a dam with a tranquil reservoir.,27.62,A photo of a dam under a clear blue sky.,19.27
칼국수_골목손칼국수_1829.jpg,A photo of a quaint bakery shopfront with colorful signage.,45.79,A photo of a charming general store with a wooden facade.,16.71,An image of a cozy café shopfront with inviting outdoor seating.,15.4
커피전문점_골목사이_915.jpg,An image of a fire escape zigzagging down an old structure.,43.44,An image of a metal fire escape with descending stairs.,16.02,An image of makeshift housing lining a bustling slum street.,9.3
커피전문점_골목사이_916.jpg,An image of Medina's narrow alleyways lined with vibrant shops.,77.15,A photo of a modern ticket booth with digital screens.,5.57,An image of an empty ticket booth with closed shutters.,4.5
커피전문점_그린홀리데이_1075.jpg,a photo of a delicatessen counter filled with sandwich ingredients,48.29,a photo of a delicatessen display with fresh salads,22.47,an image of a delicatessen featuring gourmet cheeses,16.14
커피전문점_배곧아띠_460.jpg,An image of a modern pharmacy counter with digital displays.,58.9,a photo of an indoor booth setup for dining,13.87,A photo of dusty documents in an archive.,7.3
커피전문점_뻘다방_966.jpg,a photo of a beach with colorful umbrellas,56.91,a photo of people strolling along the seaside promenade,18.69,a photo of a vibrant promenade near the harbor,10.62
커피전문점_뻘다방_967.jpg,A photo of a cozy porch with a rocking chair.,41.47,a photo of a cozy coffee shop with wooden tables,19.76,A photo of a rustic porch with a wicker sofa.,13.11
커피전문점_뻘다방_968.jpg,An image of a rustic beach house with palm trees.,54.73,A photo of a beach house with ocean view.,21.05,A photo of a beachfront house with large windows.,12.8
커피전문점_웨이브온커피_1445.jpg,A photo of a picnic area with wooden tables.,49.38,An image of a sunny picnic area in a park.,14.16,a photo of a sandy beach along the coast,10.79
커피전문점_웨이브온커피_1447.jpg,An image of diners enjoying a sunny restaurant patio.,51.5,A photo of an empty restaurant patio with elegant decor.,43.82,A photo of a vibrant restaurant patio with potted plants.,1.68
커피전문점_해밀화_456.jpg,a photo of fast food burgers and fries on a table,62.61,an image of fast food trays on a counter,7.91,a photo of a busy fast food restaurant interior,5.19
테마파크_강화루지_1265.jpg,an image of a serene valley at sunrise,79.37,a photo of a rugged mountain range at sunrise,5.82,a photo of a distant mountain framed by rolling hills,4.79
테마파크_강화루지_1267.jpg,an image of a modern beauty salon setup,31.48,A photo of colorful ice cream cones on display.,22.5,an image of a cozy beauty salon waiting area,18.91
테마파크_농협안성팜랜드_800.jpg,"a photo of a lush, green cultivated field under sunlight",31.73,An image of terraced rice paddies with vibrant greenery.,25.92,An image of expansive rice paddies surrounded by hills.,15.68
테마파크_니지모리스튜디오_822.jpg,A photo of a charming general store with a wooden facade.,34.3,A photo of a quaint general store with colorful displays.,24.58,an image of a quaint outdoor diner with colorful tables,14.65
테마파크_니지모리스튜디오_823.jpg,An image of a child's room featuring bright wall art.,24.96,An image of a vibrant toy shop filled with games.,21.34,An image of a tidy child's room with a small bed.,13.19
테마파크_두리랜드_812.jpg,A photo of a pharmacist arranging medicine boxes on shelves.,72.18,"A photo of a bright, organized pharmacy interior.",9.88,An image of a modern pharmacy counter with digital displays.,9.43
테마파크_두리랜드_813.jpg,an image of trinkets and souvenirs in a gift shop,51.61,An image of colorful displays in a department store.,13.65,a photo of a colorful display in a gift shop,9.73
테마파크_두리랜드_814.jpg,A photo of a colorful display in a toy shop.,62.99,An image of a physics laboratory with lasers and prisms.,9.51,A photo of physics laboratory showcasing complex instruments.,6.24
테마파크_런닝맨 인사동점_299.jpg,An image of a kindergarten classroom filled with playful decorations.,55.77,an image of a playroom corner with plush animals and puzzles,11.43,A photo of a kindergarten classroom with a lively reading corner.,8.77
테마파크_롯데월드 어드벤처 부산_1716.jpg,A photo of vibrant lights at an amusement park.,58.89,An image of a grand throne room with velvet drapes.,14.71,A photo of colorful rides in an amusement park.,10.82
테마파크_롯데월드 어드벤처 부산_1717.jpg,A photo of a legislative chamber featuring a large central podium.,30.52,An image of a conference center with a grand entrance.,25.62,A photo of a grand legislative chamber with ornate decor.,14.47
테마파크_롯데월드 어드벤처 부산_1718.jpg,an image of colorful spotlights on an indoor stage,27.6,a photo of a dramatic play on an indoor stage,24.36,An image of performers captivating the crowd in the arena.,21.0
테마파크_루덴시아_827.jpg,An image of Medina's narrow alleyways lined with vibrant shops.,17.4,A photo of diverse goods displayed at an outdoor bazaar.,16.46,A photo of Medina's bustling market street with colorful stalls.,11.21
테마파크_루덴시아_828.jpg,An image of diners enjoying a sunny restaurant patio.,84.68,an image of a sunlit beer garden with wooden benches,5.59,A photo of a vibrant restaurant patio with potted plants.,3.01
테마파크_루덴시아_829.jpg,A photo of colorful ice cream cones on display.,36.06,a photo of an indoor booth with vibrant decor,21.68,an image of a cozy indoor booth with cushions,10.49
테마파크_마이랜드_1283.jpg,A photo of a lively amusement arcade with flashing games.,38.31,A photo of a bustling amusement arcade with joyful sounds.,33.95,A photo of colorful lights in an amusement arcade.,23.82
테마파크_마이랜드_1284.jpg,A photo of colorful rides in an amusement park.,46.46,an image of musicians performing on a lively outdoor stage,12.38,An image of a roller coaster in an amusement park.,11.49
테마파크_마이랜드_1285.jpg,a photo of beauty salon chairs and mirrors,67.66,an image of a cozy beauty salon waiting area,10.23,a photo of a narrow staircase in an old building,5.37
테마파크_매직아일랜드_307.jpg,A photo of a skyscraper standing tall amidst other buildings.,29.77,A photo of a skyscraper touching the clear blue sky.,22.83,An image of a t tower against a blue sky.,13.66
테마파크_매직아일랜드_308.jpg,an image of a park with a serene lake,72.91,a photo of a park with lush green trees,8.86,an image of a calm river bordered by lush greenery,5.39
테마파크_배미꾸미조각공원_1298.jpg,A photo of a beach house with ocean view.,37.72,A photo of a modern beach house by the shore.,17.72,a photo of a serene beach at sunset,7.45
테마파크_배미꾸미조각공원_1299.jpg,A photo of a beach house with ocean view.,36.43,an image of a deserted beach with seashells,17.89,A photo of a modern beach house by the shore.,8.71
테마파크_배미꾸미조각공원_1300.jpg,"an image of an iceberg with jagged, icy peaks",27.95,a photo of a massive iceberg floating serenely,22.35,a photo of a towering iceberg under clear skies,14.5
