사진번호,파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%),라벨4,확률4(%),라벨5,확률5(%)
587,시장_서울풍물시장_355.jpg,shopfront,13.37,jewelry_shop,9.79,drugstore,7.41,ice_cream_parlor,6.09,reception,5.22
588,시장_서울풍물시장_356.jpg,florist_shop/indoor,25.27,rainforest,10.15,field_road,10.08,botanical_garden,7.71,vegetable_garden,7.01
589,시장_서원시장_1791.jpg,arcade,47.88,bazaar/indoor,7.63,fastfood_restaurant,7.17,market/indoor,6.91,food_court,5.06
590,시장_성남중앙공설시장_878.jpg,parking_garage/outdoor,33.01,hotel/outdoor,19.12,hospital,16.35,office_building,15.75,embassy,8.03
591,시장_성남중앙공설시장_880.jpg,supermarket,62.76,department_store,20.59,market/indoor,4.97,delicatessen,3.65,flea_market/indoor,1.88
592,시장_소래포구종합어시장_1310.jpg,promenade,41.69,amusement_park,19.29,boardwalk,7.81,water_park,3.89,plaza,2.78
593,시장_수원시농수산물도매시장_860.jpg,construction_site,21.31,parking_lot,21.26,industrial_area,18.59,office_building,5.51,downtown,4.03
594,시장_수원시농수산물도매시장_861.jpg,assembly_line,31.02,auto_factory,26.24,flea_market/indoor,7.12,mezzanine,6.64,hardware_store,6.24
595,시장_수원시농수산물도매시장_862.jpg,arena/performance,17.82,conference_center,14.89,stadium/football,9.65,raceway,9.52,baseball_field,8.59
596,시장_신기시장_1331.jpg,kindergarden_classroom,72.3,art_school,11.92,classroom,10.54,playroom,2.17,nursery,1.92
597,시장_신기시장_1333.jpg,booth/indoor,45.19,ticket_booth,15.88,subway_station/platform,5.45,pharmacy,3.79,hospital,3.31
598,시장_신흥시장_343.jpg,wet_bar,31.38,pantry,21.53,bar,18.08,sushi_bar,7.81,pharmacy,5.92
599,시장_신흥시장_344.jpg,arcade,57.96,atrium/public,15.43,shopping_mall/indoor,12.36,alley,4.38,market/indoor,1.4
600,시장_안양농수산물도매시장 수산동_881.jpg,classroom,36.42,lecture_room,19.98,kindergarden_classroom,11.93,nursing_home,8.21,auditorium,7.04
601,시장_안양농수산물도매시장 수산동_882.jpg,hospital,75.35,office_building,7.15,campus,5.88,hotel/outdoor,2.86,embassy,1.48
602,시장_안양농수산물도매시장 수산동_883.jpg,elevator_shaft,37.64,basement,15.26,jail_cell,9.46,engine_room,5.77,trench,3.92
603,시장_안양중앙시장_866.jpg,bakery/shop,35.92,delicatessen,25.31,butchers_shop,11.29,supermarket,4.46,market/outdoor,3.88
604,시장_안양중앙시장_867.jpg,bullring,79.74,plaza,4.17,stadium/football,2.92,stadium/soccer,2.57,amphitheater,2.29
605,시장_안양중앙시장_868.jpg,bullring,22.62,stadium/soccer,16.92,stadium/football,15.78,arena/performance,13.89,auditorium,5.46
606,시장_용인중앙시장_854.jpg,fire_station,38.11,ski_resort,8.66,hotel/outdoor,7.32,parking_garage/outdoor,6.26,inn/outdoor,3.96
607,시장_용인중앙시장_855.jpg,kindergarden_classroom,50.6,locker_room,22.14,classroom,6.6,nursing_home,6.34,bowling_alley,4.2
608,시장_용인중앙시장_856.jpg,drugstore,25.74,pharmacy,13.59,hardware_store,8.06,motel,7.26,gas_station,7.07
609,시장_용현시장_1340.jpg,market/outdoor,66.38,art_school,9.8,flea_market/indoor,5.72,market/indoor,3.49,supermarket,1.85
610,시장_용현시장_1341.jpg,bazaar/outdoor,67.94,market/outdoor,10.64,medina,3.88,plaza,2.77,slum,1.78
611,시장_용현시장_1342.jpg,market/outdoor,84.24,supermarket,7.61,market/indoor,2.65,department_store,1.31,delicatessen,0.97
612,시장_원당시장_884.jpg,conference_center,32.17,office,10.96,reception,9.46,lecture_room,7.91,elevator_lobby,7.45
613,시장_원당시장_886.jpg,pharmacy,39.92,biology_laboratory,10.27,drugstore,9.28,bazaar/outdoor,7.42,booth/indoor,3.99
614,시장_의정부제일시장_872.jpg,alley,36.04,bazaar/outdoor,20.34,arcade,8.82,medina,7.57,slum,4.15
615,시장_의정부제일시장_873.jpg,market/outdoor,44.42,delicatessen,19.34,gift_shop,5.66,supermarket,5.57,flea_market/indoor,3.89
616,시장_의정부제일시장_874.jpg,clean_room,19.97,office_cubicles,15.82,locker_room,15.02,drugstore,6.84,shower,5.14
617,시장_인천석바위시장_1352.jpg,ticket_booth,44.53,general_store/outdoor,11.03,doorway/outdoor,7.45,diner/outdoor,5.63,shopfront,5.41
618,시장_인천석바위시장_1353.jpg,ticket_booth,29.37,diner/outdoor,21.93,general_store/outdoor,4.94,fire_station,4.65,gas_station,2.89
619,시장_인천석바위시장_1354.jpg,utility_room,37.73,alcove,15.82,entrance_hall,7.75,wet_bar,6.89,kitchen,6.43
620,시장_인천종합어시장_1319.jpg,sky,30.24,water_tower,7.34,ice_shelf,5.14,conference_center,4.15,museum/indoor,4.01
621,시장_인천종합어시장_1320.jpg,booth/indoor,22.2,art_school,21.48,classroom,6.68,kindergarden_classroom,5.91,office,5.57
622,시장_인천종합어시장_1321.jpg,office,20.69,office_cubicles,19.01,server_room,12.14,conference_room,7.75,lecture_room,5.25
623,시장_일산시장_848.jpg,airport_terminal,26.53,science_museum,12.31,mezzanine,10.7,jewelry_shop,10.4,booth/indoor,5.78
624,시장_자유도매시장_1789.jpg,drugstore,26.77,pharmacy,22.05,hospital,14.01,hospital_room,5.48,conference_center,4.39
625,시장_자유도매시장_1790.jpg,shopfront,41.6,ticket_booth,10.47,fastfood_restaurant,3.92,diner/outdoor,3.42,ice_cream_parlor,2.55
626,시장_장림골목시장_1777.jpg,drugstore,33.66,booth/indoor,10.18,pharmacy,8.48,amusement_arcade,6.16,ice_cream_parlor,4.9
627,시장_장림골목시장_1778.jpg,bakery/shop,18.81,delicatessen,18.28,restaurant_kitchen,15.45,butchers_shop,9.99,ice_cream_parlor,3.66
628,시장_정서진중앙시장_1343.jpg,restaurant_patio,32.4,cafeteria,18.12,food_court,16.53,beer_garden,11.76,market/outdoor,3.31
629,시장_정서진중앙시장_1344.jpg,market/outdoor,79.36,bazaar/outdoor,9.23,flea_market/indoor,5.07,market/indoor,3.57,bazaar/indoor,1.01
630,시장_토지금고시장_1349.jpg,bakery/shop,69.28,delicatessen,15.22,fastfood_restaurant,3.9,restaurant,3.48,butchers_shop,1.54
631,시장_토지금고시장_1351.jpg,street,15.01,downtown,13.8,parking_garage/outdoor,12.66,parking_lot,10.65,alley,8.86
632,시장_해운대전통시장_1770.jpg,fastfood_restaurant,33.38,ice_cream_parlor,15.36,department_store,7.5,coffee_shop,7.45,delicatessen,4.77
633,시장_해운대전통시장_1771.jpg,bazaar/outdoor,31.85,market/indoor,12.6,market/outdoor,9.49,arcade,8.7,food_court,7.09
634,시장_해운대전통시장_1772.jpg,bakery/shop,50.88,restaurant_kitchen,10.24,restaurant,9.7,delicatessen,7.76,cafeteria,3.77
635,실내포장마차_골목정원_1355.jpg,alley,25.42,medina,10.65,art_studio,5.34,art_gallery,3.47,artists_loft,3.2
636,실내포장마차_골목포차_1801.jpg,elevator/door,14.53,motel,12.47,ticket_booth,12.39,gas_station,12.24,phone_booth,4.52
637,아파트_수목원호정포레스트아파트_1977.jpg,stage/outdoor,16.43,plaza,14.04,amphitheater,13.26,bazaar/outdoor,9.82,campus,6.17
638,양식_낭만놀이_1908.jpg,alley,69.91,medina,24.04,fire_escape,1.19,loading_dock,0.72,street,0.6
639,양식_디노브런치앤다이닝_1502.jpg,shopfront,49.64,diner/outdoor,20.76,pharmacy,5.36,coffee_shop,3.02,clothing_store,2.87
640,양식_디노브런치앤다이닝_1503.jpg,restaurant,25.1,dining_hall,16.84,coffee_shop,11.04,dining_room,10.46,cafeteria,8.87
641,양식_디노브런치앤다이닝_1504.jpg,coffee_shop,65.19,restaurant,24.55,food_court,4.06,cafeteria,2.29,ice_cream_parlor,1.08
642,양식_로앤쿡드 더브런치_42.jpg,diner/outdoor,20.93,shopfront,20.39,arcade,19.82,coffee_shop,6.15,restaurant_patio,3.82
643,양식_문라이트브런치카페_1914.jpg,delicatessen,62.22,bakery/shop,10.51,market/outdoor,5.43,restaurant,4.2,cafeteria,3.1
644,양식_문라이트브런치카페_1915.jpg,delicatessen,57.66,bakery/shop,8.18,pizzeria,7.82,ice_cream_parlor,4.51,restaurant,3.39
645,양식_문라이트브런치카페_1916.jpg,parking_lot,41.59,industrial_area,24.96,hospital,7.5,motel,7.0,highway,1.92
646,양식_브런치 앤 디너 테라비 부산대점_1515.jpg,pizzeria,31.9,bakery/shop,24.62,delicatessen,22.57,restaurant,5.67,cafeteria,2.14
647,양식_브런치 앤 디너 테라비 부산대점_1516.jpg,delicatessen,48.3,bakery/shop,16.85,pizzeria,8.47,restaurant,5.27,zen_garden,3.16
648,양식_서울바다카페_486.jpg,coffee_shop,44.14,bakery/shop,25.91,ice_cream_parlor,18.13,candy_store,4.95,restaurant,2.76
649,양식_서울바다카페_487.jpg,restaurant,17.03,bar,13.59,science_museum,11.58,gift_shop,9.61,natural_history_museum,7.79
650,양식_서울바다카페_488.jpg,boat_deck,58.63,ocean,14.52,harbor,6.82,coast,5.42,lagoon,2.73
651,양식_이디엘브런치하우스_1893.jpg,lobby,37.87,waiting_room,16.98,living_room,13.22,artists_loft,6.42,recreation_room,5.15
652,양식_이디엘브런치하우스_1894.jpg,bakery/shop,62.09,delicatessen,20.46,restaurant,5.76,cafeteria,2.65,food_court,1.64
653,양식_퐁당퐁당브런치_536.jpg,pizzeria,82.01,delicatessen,13.37,bakery/shop,2.25,restaurant,0.56,candy_store,0.36
654,온천_수목원생활온천_1975.jpg,hotel/outdoor,40.85,library/outdoor,29.42,embassy,6.72,diner/outdoor,4.26,office_building,4.18
655,온천_수목원생활온천_1976.jpg,mezzanine,18.2,staircase,13.77,sushi_bar,7.31,sauna,5.95,auditorium,5.72
656,워터테마파크_누리워터파크_1295.jpg,water_park,80.33,playground,5.17,park,3.41,ball_pit,3.02,amusement_park,3.0
657,워터테마파크_누리워터파크_1296.jpg,ball_pit,58.23,water_park,15.56,playground,4.88,sandbox,3.56,amusement_park,3.4
658,워터테마파크_씨랄라워터파크_288.jpg,ball_pit,98.01,pet_shop,0.78,kennel/outdoor,0.36,aquarium,0.11,supermarket,0.1
659,워터테마파크_아쿠아필드 고양_836.jpg,underwater/ocean_deep,33.26,lagoon,27.91,ocean,14.18,beach,11.65,coast,3.91
660,워터테마파크_아쿠아필드 하남_833.jpg,lecture_room,48.74,conference_center,23.31,home_theater,8.14,classroom,6.25,booth/indoor,2.25
661,워터테마파크_아쿠아필드 하남_834.jpg,sushi_bar,29.79,escalator/indoor,21.12,auditorium,9.03,mezzanine,6.55,airport_terminal,2.3
662,워터테마파크_아쿠아필드 하남_835.jpg,shopfront,9.48,conference_center,9.35,ticket_booth,7.78,home_theater,7.47,elevator_lobby,4.94
663,워터테마파크_웅진플레이도시_824.jpg,skyscraper,20.99,downtown,17.09,industrial_area,13.22,server_room,13.21,hardware_store,7.35
664,워터테마파크_웅진플레이도시_825.jpg,ball_pit,50.08,kindergarden_classroom,12.38,childs_room,11.71,nursery,4.89,playroom,4.08
665,워터테마파크_웅진플레이도시_826.jpg,bakery/shop,36.36,delicatessen,32.52,restaurant,12.23,ice_cream_parlor,3.79,food_court,3.57
666,워터테마파크_인스파이어 스플래시 베이_1293.jpg,shopping_mall/indoor,41.29,atrium/public,21.19,arcade,10.68,department_store,4.18,market/indoor,3.39
667,워터테마파크_인스파이어 스플래시 베이_1294.jpg,topiary_garden,91.97,florist_shop/indoor,5.1,zen_garden,0.53,toyshop,0.46,gift_shop,0.25
668,워터테마파크_캐리비안베이_818.jpg,water_park,89.11,beach_house,1.99,amusement_park,1.87,swimming_pool/outdoor,0.45,volleyball_court/outdoor,0.43
669,워터테마파크_캐리비안베이_819.jpg,racecourse,9.27,arch,7.35,rock_arch,6.95,sky,6.22,museum/outdoor,3.38
670,워터테마파크_캐리비안베이_820.jpg,amusement_park,23.1,water_park,5.92,bazaar/outdoor,4.62,department_store,3.14,slum,3.08
671,워터테마파크_클럽디오아시스_1731.jpg,windmill,96.75,amusement_park,1.86,wind_farm,0.51,water_park,0.17,tower,0.07
672,워터테마파크_클럽디오아시스_1732.jpg,swimming_pool/indoor,46.29,jacuzzi/indoor,20.08,shopping_mall/indoor,7.39,water_park,4.96,atrium/public,4.71
673,워터테마파크_클럽디오아시스_1733.jpg,swimming_pool/indoor,43.34,jacuzzi/indoor,18.89,hot_spring,6.4,water_park,5.17,mezzanine,4.92
674,워터테마파크_파라다이스시티 씨메르_1273.jpg,locker_room,43.8,martial_arts_gym,9.97,gymnasium/indoor,3.83,ballroom,3.5,shoe_shop,3.34
675,유적지_갑곶돈대_1239.jpg,picnic_area,68.73,lawn,3.05,pavilion,2.11,topiary_garden,1.85,cemetery,1.79
676,유적지_강화광성보_1223.jpg,booth/indoor,69.76,conference_center,4.85,ticket_booth,3.48,pharmacy,2.79,archive,2.31
677,유적지_강화광성보_1224.jpg,medina,38.74,arch,20.1,arcade,7.9,alley,6.08,alcove,5.24
678,유적지_덕진진_1250.jpg,booth/indoor,48.42,chalet,6.21,pet_shop,2.11,hot_spring,1.98,topiary_garden,1.63
679,유적지_덕진진_1251.jpg,ice_shelf,33.51,booth/indoor,13.61,childs_room,9.14,ice_floe,7.63,ski_slope,5.33
680,유적지_덕진진_1252.jpg,temple/asia,66.02,pagoda,20.55,palace,7.09,mausoleum,2.54,building_facade,0.79
681,유적지_방화수류정_767.jpg,japanese_garden,28.11,botanical_garden,24.86,pond,24.79,formal_garden,10.33,lake/natural,1.94
682,유적지_방화수류정_768.jpg,japanese_garden,40.71,pond,24.16,botanical_garden,13.84,formal_garden,7.42,moat/water,2.84
683,유적지_방화수류정_769.jpg,field/cultivated,71.41,vineyard,8.85,botanical_garden,6.63,sky,4.67,park,2.11
684,유적지_제물포구락부_1253.jpg,bar,44.89,sushi_bar,34.42,wet_bar,12.09,pub/indoor,5.63,beer_hall,0.92
685,유적지_제물포구락부_1254.jpg,house,31.74,cottage,10.32,synagogue/outdoor,8.45,inn/outdoor,5.87,mansion,5.57
686,"육류,고기_골목안정원_404.jpg",hospital,68.24,building_facade,8.16,office_building,7.8,apartment_building/outdoor,2.49,hospital_room,1.6
687,"육류,고기_골목흑돼지_382.jpg",diner/outdoor,31.08,fastfood_restaurant,17.37,ice_cream_parlor,6.95,restaurant_patio,6.94,booth/indoor,6.91
688,의류판매_브런치_1511.jpg,restaurant,37.98,bakery/shop,14.73,cafeteria,9.66,delicatessen,7.9,dining_hall,4.28
689,인천1호선_검단호수공원역 인천1호선_1120.jpg,booth/indoor,17.05,office_cubicles,9.1,server_room,8.83,music_studio,6.85,conference_center,6.72
690,인터넷쇼핑몰_선데이브런치_1049.jpg,bar,34.04,restaurant,31.29,beer_garden,14.71,cafeteria,2.76,dining_room,2.49
691,입출구_부산박물관 정문_1660.jpg,japanese_garden,44.43,pagoda,32.92,mausoleum,13.22,cemetery,5.88,temple/asia,0.94
692,입출구_서서울 호수공원 입구마당_148.jpg,parking_lot,47.11,plaza,14.39,zen_garden,7.5,park,7.2,driveway,5.93
693,입출구_호수공원 출입구1_1128.jpg,office_building,31.04,skyscraper,24.18,apartment_building/outdoor,11.13,downtown,8.46,building_facade,3.41
694,입출구_호수공원 출입구1_1129.jpg,science_museum,25.3,repair_shop,20.53,engine_room,13.79,construction_site,11.26,auto_factory,3.94
695,입출구_호수공원 출입구1_1130.jpg,formal_garden,79.94,topiary_garden,2.74,botanical_garden,1.68,roof_garden,1.53,vegetable_garden,1.23
696,전망대_G타워전망대_1422.jpg,bridge,14.73,amusement_park,8.26,carrousel,7.73,industrial_area,6.6,motel,4.53
697,전망대_G타워전망대_1423.jpg,downtown,21.58,industrial_area,21.46,skyscraper,17.14,tower,5.75,highway,5.67
698,전망대_N서울타워_408.jpg,tower,79.32,water_tower,14.83,lighthouse,1.97,park,1.35,skyscraper,0.86
699,전망대_N서울타워_409.jpg,booth/indoor,80.51,conference_center,12.65,legislative_chamber,1.98,office,1.4,airport_terminal,0.56
700,전망대_N서울타워_410.jpg,tower,68.49,skyscraper,6.71,downtown,4.77,temple/asia,2.46,pagoda,2.44
701,전망대_가람누리 전망대_960.jpg,reception,16.29,museum/indoor,8.07,booth/indoor,6.39,lobby,4.64,department_store,3.47
702,전망대_가람누리 전망대_961.jpg,candy_store,78.04,childs_room,4.99,bakery/shop,2.23,ice_cream_parlor,1.91,drugstore,1.44
703,전망대_감천문화마을 하늘마루전망대_1886.jpg,booth/indoor,30.69,drugstore,25.18,pharmacy,10.41,server_room,6.39,clean_room,3.13
704,전망대_강화제적봉 평화전망대_1400.jpg,ticket_booth,92.07,bus_station/indoor,0.86,train_station/platform,0.78,subway_station/platform,0.74,gas_station,0.39
705,전망대_강화제적봉 평화전망대_1401.jpg,beach_house,30.19,parking_garage/outdoor,19.29,hospital,8.03,office_building,5.44,industrial_area,5.04
706,전망대_강화제적봉 평화전망대_1402.jpg,sky,30.24,water_tower,7.34,ice_shelf,5.14,conference_center,4.15,museum/indoor,4.01
707,전망대_광진교8번가_417.jpg,library/indoor,36.52,classroom,9.14,archive,7.58,dining_hall,4.74,lecture_room,4.67
708,전망대_광진교8번가_418.jpg,greenhouse/outdoor,91.68,greenhouse/indoor,3.43,arch,0.57,promenade,0.54,campus,0.34
709,전망대_광진교8번가_419.jpg,artists_loft,16.37,lobby,13.95,airport_terminal,13.48,reception,9.12,elevator_lobby,7.51
710,전망대_교동도 망향대_1407.jpg,shopping_mall/indoor,47.52,general_store/indoor,11.04,pet_shop,7.18,bookstore,6.19,department_store,5.58
711,전망대_교동도 망향대_1408.jpg,pet_shop,27.81,general_store/indoor,18.08,gift_shop,14.35,bookstore,9.36,hardware_store,2.84
712,전망대_구리타워_940.jpg,server_room,9.71,field/cultivated,6.19,office,5.46,golf_course,5.32,computer_room,4.71
713,전망대_구리타워_941.jpg,water_tower,76.38,tower,19.96,lighthouse,2.59,skyscraper,0.32,sky,0.18
714,전망대_금광호수하늘전망대_963.jpg,pet_shop,25.0,amusement_arcade,23.19,phone_booth,20.49,gas_station,11.41,hardware_store,4.43
715,전망대_금광호수하늘전망대_964.jpg,lake/natural,28.35,valley,16.16,river,10.97,pond,9.97,mountain,4.83
716,전망대_금광호수하늘전망대_965.jpg,parking_garage/outdoor,49.5,embassy,11.66,pagoda,8.04,balcony/exterior,5.72,office_building,3.23
717,전망대_김포국제공항 국내선청사 공항전망대_435.jpg,runway,71.93,airfield,16.01,hangar/outdoor,5.27,heliport,4.78,landing_deck,0.99
718,전망대_김포국제공항 국내선청사 공항전망대_436.jpg,runway,52.36,airfield,33.39,landing_deck,13.55,heliport,0.5,hangar/indoor,0.1
719,전망대_낙산공원 제1전망광장_426.jpg,promenade,22.2,aqueduct,6.35,moat/water,5.87,castle,5.87,roof_garden,4.55
720,전망대_낙산공원 제1전망광장_428.jpg,entrance_hall,19.45,crosswalk,18.5,plaza,15.87,medina,7.23,bazaar/outdoor,6.26
721,전망대_대항전망대_1881.jpg,lagoon,31.75,coast,14.68,marsh,7.06,river,5.92,sky,5.92
722,전망대_대항전망대_1882.jpg,operating_room,73.26,hospital_room,14.0,veterinarians_office,6.96,beauty_salon,2.93,repair_shop,1.67
723,전망대_도라산전망대_942.jpg,japanese_garden,74.27,fishpond,14.39,pond,5.64,formal_garden,1.01,botanical_garden,0.73
724,전망대_도라산전망대_943.jpg,hospital,34.28,campus,20.6,industrial_area,12.66,bus_station/indoor,2.43,plaza,2.21
725,전망대_도라산전망대_944.jpg,tree_farm,81.03,rice_paddy,7.4,orchard,1.75,mountain_path,1.4,rainforest,1.36
726,전망대_동백섬 누리마루전망대_1878.jpg,harbor,20.54,boathouse,15.36,pier,8.91,beach_house,8.64,coast,6.66
727,전망대_동백섬 누리마루전망대_1879.jpg,harbor,44.22,pier,14.44,coast,7.83,sky,6.48,lighthouse,5.98
728,전망대_동백섬 누리마루전망대_1880.jpg,beach,20.42,harbor,15.82,coast,11.94,ocean,7.92,lighthouse,6.96
729,전망대_동생말 전망대_1863.jpg,gas_station,30.94,parking_lot,12.95,residential_neighborhood,8.15,motel,5.66,highway,5.21
730,전망대_동생말 전망대_1864.jpg,harbor,38.24,pier,9.62,promenade,9.3,coast,7.34,ocean,6.24
731,전망대_동생말 전망대_1865.jpg,greenhouse/outdoor,26.78,bridge,10.84,promenade,3.92,gazebo/exterior,3.59,greenhouse/indoor,3.42
732,전망대_동작대교전망쉼터_425.jpg,lock_chamber,54.17,boat_deck,18.31,harbor,7.52,pier,5.79,promenade,1.61
733,전망대_마장호수 전망대_936.jpg,ice_floe,21.32,childs_room,21.01,ice_shelf,17.88,phone_booth,3.76,kindergarden_classroom,2.8
734,전망대_마장호수 전망대_937.jpg,classroom,39.43,kindergarden_classroom,23.39,recreation_room,10.31,amusement_arcade,7.87,playroom,3.58
735,전망대_무무대전망대_432.jpg,harbor,22.96,sky,11.78,downtown,8.33,village,7.24,skyscraper,5.31
736,전망대_무무대전망대_433.jpg,balcony/interior,40.35,promenade,12.94,village,11.02,roof_garden,6.74,bridge,3.99
737,전망대_무무대전망대_434.jpg,windmill,27.48,sky,25.45,rope_bridge,21.37,bridge,5.45,lighthouse,3.83
738,전망대_백운산전망대_1443.jpg,valley,40.4,mountain_path,25.03,mountain,6.96,village,6.32,tundra,4.97
739,전망대_백운산전망대_1444.jpg,balcony/interior,48.14,promenade,8.33,boardwalk,5.75,nursery,4.97,bridge,4.85
740,전망대_부산엑스더스카이_1851.jpg,skyscraper,48.88,downtown,21.62,office_building,13.07,industrial_area,8.8,tower,1.2
741,전망대_부산엑스더스카이_1852.jpg,shoe_shop,46.47,drugstore,13.27,pharmacy,8.12,department_store,5.81,gift_shop,5.02
742,전망대_부산엑스더스카이_1853.jpg,server_room,22.68,shower,9.87,fountain,8.16,jewelry_shop,7.55,bamboo_forest,5.99
743,전망대_부산타워_1857.jpg,industrial_area,18.56,harbor,13.13,oilrig,12.37,bridge,11.75,tower,8.05
744,전망대_부산타워_1859.jpg,skyscraper,44.53,downtown,20.49,office_building,10.87,tower,7.72,bridge,6.77
745,전망대_북서울꿈의숲 전망대_446.jpg,ticket_booth,60.17,drugstore,3.89,pharmacy,3.86,booth/indoor,2.58,server_room,1.92
746,전망대_서울스카이_411.jpg,gymnasium/indoor,98.42,airport_terminal,0.76,martial_arts_gym,0.42,recreation_room,0.07,artists_loft,0.06
747,전망대_서울스카이_412.jpg,jail_cell,27.26,bridge,12.71,rope_bridge,9.84,elevator/door,4.4,volleyball_court/outdoor,4.16
748,전망대_서울스카이_413.jpg,boat_deck,35.18,ocean,17.83,balcony/interior,7.32,coast,5.64,bow_window/indoor,4.76
749,전망대_선유도공원 선유도전망대_429.jpg,amusement_park,58.72,water_park,20.47,bridge,9.55,boardwalk,2.99,playground,1.59
750,전망대_선유도공원 선유도전망대_430.jpg,botanical_garden,50.49,rainforest,27.94,vegetable_garden,9.84,florist_shop/indoor,5.39,field_road,2.92
751,전망대_선유도공원 선유도전망대_431.jpg,parking_garage/outdoor,40.32,roof_garden,15.4,balcony/interior,14.12,downtown,3.1,campus,2.96
752,전망대_송산그린시티전망대_952.jpg,field/cultivated,20.22,wind_farm,15.02,rice_paddy,9.6,highway,5.49,field/wild,4.62
753,전망대_수원산정상전망대_957.jpg,residential_neighborhood,53.39,topiary_garden,5.7,yard,3.64,oast_house,2.93,driveway,2.4
754,전망대_수원산정상전망대_959.jpg,amusement_arcade,90.72,recreation_room,8.0,toyshop,0.42,playroom,0.15,childs_room,0.12
755,전망대_시화달전망대 시화이루나타워_930.jpg,ticket_booth,16.12,booth/indoor,10.59,elevator/door,6.87,repair_shop,6.21,hardware_store,5.61
756,전망대_아라마루전망대_1403.jpg,jewelry_shop,20.93,clean_room,7.79,beauty_salon,7.59,jail_cell,4.75,server_room,4.19
757,전망대_아라마루전망대_1404.jpg,campsite,96.11,arch,0.51,stage/outdoor,0.46,greenhouse/outdoor,0.32,hospital_room,0.18
758,전망대_아라마루전망대_1405.jpg,booth/indoor,83.3,pharmacy,4.85,drugstore,3.47,ticket_booth,2.32,hardware_store,1.91
759,전망대_아라타워_1409.jpg,parking_lot,34.44,driveway,29.16,junkyard,11.83,raceway,8.33,loading_dock,4.49
760,전망대_아라타워_1410.jpg,parking_lot,76.05,driveway,4.6,raceway,2.74,market/outdoor,2.7,campsite,2.03
761,전망대_아라타워_1411.jpg,parking_lot,46.29,repair_shop,32.96,driveway,4.09,raceway,2.86,assembly_line,1.25
762,전망대_아라폭포전망대_1430.jpg,booth/indoor,62.05,conference_center,9.71,pharmacy,4.17,drugstore,2.96,science_museum,1.71
763,전망대_아라폭포전망대_1431.jpg,office_building,22.23,downtown,22.22,hotel/outdoor,17.72,skyscraper,17.27,parking_garage/outdoor,8.02
764,전망대_아라폭포전망대_1432.jpg,sky,96.01,wind_farm,2.12,windmill,0.4,harbor,0.18,tower,0.15
765,전망대_아미산전망대_1860.jpg,industrial_area,15.34,windmill,11.59,wind_farm,8.76,amusement_park,6.94,residential_neighborhood,6.21
766,전망대_아미산전망대_1861.jpg,sky,24.32,office_building,11.04,boat_deck,8.49,runway,6.64,ocean,5.82
767,전망대_아미산전망대_1862.jpg,childs_room,85.49,kindergarden_classroom,4.08,nursery,3.98,playroom,1.61,art_studio,1.45
768,전망대_에코델타시티전망대_1877.jpg,canal/natural,19.17,moat/water,13.35,golf_course,8.8,lock_chamber,7.41,racecourse,7.17
769,전망대_영도하늘전망대_1869.jpg,amusement_park,17.57,tree_house,16.21,bridge,10.99,pier,8.88,lock_chamber,5.17
770,전망대_영종씨사이드 바다전망대_1435.jpg,park,51.23,campus,21.05,botanical_garden,6.37,golf_course,2.67,hospital,2.05
771,전망대_오두산통일전망대_921.jpg,rainforest,13.3,rope_bridge,12.66,bridge,9.25,forest_road,9.04,mountain_path,7.83
772,전망대_오두산통일전망대_922.jpg,clean_room,38.78,art_gallery,17.47,server_room,12.04,booth/indoor,8.65,archive,3.07
773,전망대_오륙도스카이워크_1842.jpg,boat_deck,53.2,balcony/interior,9.38,harbor,7.26,ocean,7.12,promenade,5.83
774,전망대_오륙도스카이워크_1843.jpg,islet,72.25,lagoon,16.5,coast,4.1,ocean,2.59,cliff,1.3
775,전망대_오션스코프 경관조형물_1437.jpg,amusement_park,23.99,motel,8.88,stage/indoor,7.29,stage/outdoor,6.24,arena/performance,3.6
776,전망대_오션스코프 경관조형물_1438.jpg,museum/outdoor,27.7,roof_garden,13.61,windmill,11.17,office_building,9.66,downtown,6.71
777,전망대_용유하늘전망대_1439.jpg,escalator/indoor,14.34,balcony/interior,12.44,science_museum,4.37,natural_history_museum,4.03,staircase,3.47
778,전망대_용유하늘전망대_1440.jpg,booth/indoor,18.82,topiary_garden,10.5,home_theater,4.42,museum/indoor,4.35,amusement_park,4.19
779,전망대_용유하늘전망대_1441.jpg,balcony/interior,86.93,balcony/exterior,2.92,boat_deck,1.87,promenade,1.24,boardwalk,1.16
780,전망대_월미공원 전망대_1425.jpg,bridge,92.89,viaduct,1.69,ice_shelf,1.37,river,0.58,harbor,0.57
781,전망대_월미공원 전망대_1426.jpg,harbor,49.87,skyscraper,8.09,islet,4.57,coast,4.25,industrial_area,3.18
782,전망대_인천공항전망대_1414.jpg,runway,87.37,airfield,4.81,heliport,4.59,landing_deck,1.04,raceway,0.51
783,전망대_임진각관광지_924.jpg,archive,93.02,server_room,1.26,museum/indoor,0.91,kennel/outdoor,0.83,art_gallery,0.3
784,전망대_임진각관광지_925.jpg,kindergarden_classroom,39.49,booth/indoor,39.1,childs_room,5.91,classroom,4.49,nursery,1.55
785,전망대_임진각관광지_926.jpg,skyscraper,21.58,tower,20.65,industrial_area,9.26,downtown,6.81,mausoleum,6.37
